0;Transverse aux secteurs
H1524;Qualiticien / Qualiticienne en industrie
H1525;Biologiste de contrôle fabrication en industrie
H1526;Technicien / Technicienne qualité-surveillance d'installations industrielles
H1527;Ingénieur / Ingénieure qualité en industrie
H1528;Technicien / Technicienne qualité en industrie
H1529;Chargé / Chargée de matériovigilance
H1530;Technicien / Technicienne de la qualité de l'eau
H1531;Opérateur / Opératrice de laboratoire d'analyse industrielle
H1532;Responsable de contrôle non destructif en industrie
H1533;Ingénieur / Ingénieure CND END
H1534;Ingénieur / Ingénieure d'analyse industrielle
H2209;Dessinateur / Dessinatrice de structures en bois
I1302;Technicien / Technicienne de maintenance d'installations automatisées
I1313;Hydraulicien industriel / Hydraulicienne industrielle
I1328;Conseiller / Conseillère en hydraulique agricole
I1503;Technicien / Technicienne en risques technologiques
I1617;Contrôleur / Contrôleuse technique de véhicules
K1806;Chargé / Chargée de développement social et urbain
K1807;Urbaniste
N1305;Ingénieur / Ingénieure logistique
N2206;Pilote de drone
72;Recherche-developpement scientifique
;
A1203;Agent / Agente d'entretien des espaces verts
A1211;Chef / Cheffe d'équipe paysagiste
A1303;Ingénieur / Ingénieure d'études et de recherche agricoles
A1306;Chargé / Chargée de mission biodiversité
A1307;Ingénieur forestier / Ingénieure forestière
A1312;Directeur / Directrice environnement
A1313;Chargé / Chargée de mission environnement
A1423;Œnologue
A1424;Pisciculteur / Piscicultrice
A1427;Goémonier / Goémonière
A1428;Algoculteur / Algocultrice
A1429;Apiculteur / Apicultrice
A1430;Ouvrier / Ouvrière aquacole
A1431;Ouvrier / Ouvrière piscicole
A1505;Animalier / Animalière de laboratoire
D1405;Conseiller / Conseillère en information médicale
D1412;Délégué médical hospitalier / Déléguée médicale hospitalière
F1105;Géologue
F1115;Vulcanologue
F1118;Sismologue
F1119;Pédologue
F1120;Economiste de la construction
F1123;Glaciologue
F1124;Hydrologue
F1126;Assistant / Assistante maîtrise d'œuvre en architecture
F1129;Ingénieur / Ingénieure réservoir
F1141;Ingénieur / Ingénieure études conception électrique
F1142;Océanographe
F1143;Géophysicien / Géophysicienne
F1301;Grutier / Grutière
F1622;Monteur / Monteuse en éclairage public
G1230;Guide de tourisme équestre
G1407;Econome en hôtellerie-restauration
H1101;Ingénieur / Ingénieure support technique
H1206;Ingénieur / Ingénieure R&D en industrie
H1210;Technicien / Technicienne R&D
H1211;Attaché / Attachée de recherche clinique (ARC)
H1212;Ingénieur / Ingénieure brevet en industrie
H1213;Responsable du développement clinique en industrie pharmaceutique
H1214;Agent / Agente de laboratoire de recherche industrielle
H1215;Bioinformaticien / Bioinformaticienne en études, recherche et développement
H1216;Responsable des études épidémiologiques
H1217;Technicien / Technicienne formulation en industrie pharmaceutique
H1218;Responsable de projet recherche et développement
H1219;Responsable opérationnel / Responsable opérationnelle des études cliniques en industrie pharmaceutique
H1221;Responsable des partenariats de recherche en industrie pharmaceutique
H1222;Responsable médical / Responsable médicale des études cliniques en industrie pharmaceutique
H1223;Coordinateur / Coordinatrice d'études cliniques en industrie pharmaceutique
H1224;Technicien / Technicienne de laboratoire de recherche-développement
H1225;Ingénieur / Ingénieure développement nucléaire
H1301;Inspecteur / Inspectrice de conformité
H1306;Ingénieur / Ingénieure sûreté en industrie nucléaire
H1307;Responsable de la conformité industrielle
H1308;Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)
H1505;Nez
H1507;Chargé / Chargée des affaires réglementaires
H1510;Technicien / Technicienne de laboratoire de contrôle en industrie pharmaceutique
H1511;Chargé / Chargée de validation-qualification en industrie pharmaceutique
H1512;Directeur / Directrice de zone en industrie pharmaceutique
H1513;Responsable de pharmacovigilance en industrie pharmaceutique
H1514;Chargé / Chargée de pharmacovigilance en industrie pharmaceutique
H1515;Auditeur / Auditrice qualité en industrie
H1516;Expert / Experte métrologue
H1517;Responsable de laboratoire de contrôle en industrie pharmaceutique
H1520;Ingénieur / Ingénieure assurance qualité en industrie
H1521;Technicien / Technicienne de validation-qualification
H1525;Biologiste de contrôle fabrication en industrie
H1531;Opérateur / Opératrice de laboratoire d'analyse industrielle
H2303;Opérateur / Opératrice de fabrication en industrie pharmaceutique
H2425;Fileur / Fileuse en industrie textile
H2508;Ingénieur / Ingénieure exploitation nucléaire
H2702;Conducteur / Conductrice de bloc nucléaire
I1311;Technicien / Technicienne installation réseaux câblés fibre optique
I1312;Technicien / Technicienne réseaux mobiles
I1317;Technicien / Technicienne de maintenance fibre optique
I1319;Technicien / Technicienne de maintenance réseaux mobiles
I1328;Conseiller / Conseillère en hydraulique agricole
I1502;Scaphandrier / Scaphandrière
J1101;Médecin du travail et de prévention
J1110;Médecin légiste
J1201;Biologiste médical / Biologiste médicale
J1202;Pharmacien / Pharmacienne
J1203;Directeur / Directrice de laboratoire d'analyses vétérinaires
J1204;Directeur / Directrice de laboratoire d'analyses de biologie médicale
J1502;Cadre de santé d'unité de soins ou de service paramédical
J1505;Infirmier / Infirmière de prévention
J1506;Infirmier / Infirmière en soins généraux (IDE)
J1508;Infirmier / Infirmière en Pratique Avancée (IPA)
J1509;Responsable de secteur coordinateur / Responsable de secteur coordinatrice
J1510;Infirmier coordinateur / Infirmière coordinatrice (IDEC)
J1512;Infirmier / Infirmière de santé au travail
K1409;Responsable de structure sanitaire et sociale
K2125;Archéologue
K2133;Sociologue
K2134;Démographe
K2135;Ethnologue
K2140;Historien / Historienne
K2143;Anthropologue
K2401;Chercheur / Chercheuse en sciences humaines et sociales
K2402;Ingénieur / Ingénieure de recherche scientifique
K2403;Biostatisticien / Biostatisticienne
K2404;Chargé / Chargée de recherche en industrie pharmaceutique
K2405;Attaché / Attachée de recherche clinique en milieu hospitalier
K2406;Directeur / Directrice de recherche en industrie pharmaceutique
K2407;Climatologue
K2408;Mathématicien / Mathématicienne
K2409;Astronome
K2410;Astrophysicien / Astrophysicienne
K2411;Musicologue
M1204;Contrôleur / Contrôleuse de gestion
M1210;Commissaire aux comptes
M1305;Fablab Manager
M1406;Responsable RSE - Responsabilité Sociétale de l'Entreprise
M1407;Responsable de la veille scientifique et technique en industrie pharmaceutique
M1408;Responsable des études pharmaco-économiques en industrie pharmaceutique
M1410;Responsable Green IT
M1411;Consultant / Consultante en énergie renouvelable
M1412;Ergonome
M1414;Ingénieur statisticien / Ingénieure statisticienne
M1422;Directeur / Directrice d'études socio-économiques
M1708;Directeur / Directrice de l'accès au marché en industrie pharmaceutique
M1710;Responsable régional / Responsable régionale des relations scientifiques médicales
M1802;Expert / Experte systèmes et réseaux informatiques
M1815;Spécialiste test et validation logiciel ou application
M1817;Administrateur / Administratrice sécurité informatique
M1818;Ingénieur / Ingénieure d'étude informatique
M1819;Ingénieur / Ingénieure sécurité informatique
M1820;Expert / Experte méthodes et qualité informatique
M1827;Ingénieur / Ingénieure DevOps
M1833;Ingénieur / Ingénieure sécurité web
M1839;Architecte systèmes et réseaux
M1841;Ingénieur informaticien / Ingénieure informaticienne
M1842;Qualiticien / Qualiticienne logiciel en informatique
M1844;Analyste en cybersécurité
M1846;Ingénieur / Ingénieure Cybersécurité Datacenter
M1848;Analyste Concepteur / Conceptrice informatique
M1856;Expert / Experte en cybersécurité
M1888;Spécialiste en modélisation climatique
M1889;Ingénieur / Ingénieure en Intelligence Artificielle (IA)
73;Publicite et etudes de marche
;
D1408;Conseiller / Conseillère clientèle à distance
D1413;Délégué / Déléguée pharmaceutique
D1416;Commercial / Commerciale auprès d'une clientèle d'entreprises
E1103;Chargé / Chargée des relations publiques
E1105;Editeur / Editrice
E1109;Directeur / Directrice de la communication
E1112;Chargé / Chargée de communication
E1124;Social media manager - Responsable des médias sociaux
E1127;Brand content manager
E1128;Directeur / Directrice de création
E1129;Directeur / Directrice artistique communication
E1205;Designer graphique
E1207;Motion designer
E1306;Opérateur / Opératrice de prépresse
E1307;Reprographe
E1401;Chef / Cheffe de publicité
E1402;Média planneur / Média planneuse
E1403;Consultant / Consultante média
E1404;Assistant / Assistante en publicité
E1405;Référenceur / Référenceuse web
E1406;Influenceur / Influenceuse web
E1407;Traffic manager
E1408;Responsable trafic création
E1409;Acheteur / Acheteuse média
E1410;Responsable programmatique
E1411;Chargé / Chargée de développement du patrimoine publicitaire
E1412;Directeur / Directrice média
E1413;Chef / Cheffe de projet publicitaire
E1414;Chargé / Chargée de diffusion publicitaire
E1415;Directeur / Directrice de la production publicitaire
H1505;Nez
I1201;Agent / Agente technique d'affichage
I1206;Chef / Cheffe d'équipe en mobilier urbain et publicitaire
I1207;Agent / Agente de maintenance de mobilier urbain et publicitaire
I1209;Technicien / Technicienne d'installation de panneau digital
M1401;Enquêteur / Enquêtrice sondage
M1403;Chargé / Chargée d'études socio-économiques
M1404;Responsable d'enquêtes terrain
M1414;Ingénieur statisticien / Ingénieure statisticienne
M1418;Recruteur / Recruteuse de donateurs
M1421;Panéliste
M1422;Directeur / Directrice d'études socio-économiques
M1430;Chargé / Chargée d'études commerciales
M1615;Distributeur / Distributrice de prospectus et imprimés
M1702;Planneur / Planneuse stratégique
M1704;Responsable relation client (CRM)
M1705;Responsable marketing
M1706;Chef / Cheffe de promotion des ventes
M1707;Responsable Commercial / Commerciale
M1711;Directeur / Directrice du marketing
M1712;Directeur / Directrice de l'information promotionnelle du médicament en industrie pharmaceutique
M1714;Chargé / Chargée de l'information promotionnelle du médicament en industrie pharmaceutique
M1715;Directeur commercial / Directrice commerciale
M1716;Directeur / Directrice marketing digital
M1717;Responsable innovation
M1718;Chargé / Chargée de marketing digital
M1719;Chargé / Chargée des relations avec les influenceurs
M1803;Directeur / Directrice des systèmes d'information -DSI-
74;Autres activites specialisees, scientifiques et techniques
;
A1306;Chargé / Chargée de mission biodiversité
A1312;Directeur / Directrice environnement
A1313;Chargé / Chargée de mission environnement
A1509;Comportementaliste animalier / Comportementaliste animalière
B1301;Etalagiste
B1805;Styliste
B1807;Assistant / Assistante styliste
B1812;Modéliste
B1814;Directeur / Directrice de collection
E1104;Concepteur / Conceptrice de contenus multimedia
E1108;Traducteur / Traductrice
E1119;Concepteur rédacteur / Conceptrice rédactrice
E1120;Chef / Cheffe de projets traduction
E1122;Transcripteur adaptateur / Transcriptrice adaptatrice
E1123;Interprète
E1126;Auteur / Auteure de jeux de société
E1127;Brand content manager
E1129;Directeur / Directrice artistique communication
E1201;Photographe
E1203;Technicien / Technicienne de laboratoire photographique
E1205;Designer graphique
E1206;UX - UI Designer
E1208;Chef / Cheffe de studio de photographie
E1209;Responsable de laboratoire photographique
E1210;Web designer
E1211;Dessinateur-illustrateur / Dessinatrice-illustratrice
E1305;Préparateur-correcteur / Préparatrice-correctrice en industrie graphique
E1312;Lecteur-correcteur / Lectrice-correctrice
F1102;Architecte d'intérieur
F1105;Géologue
F1113;Responsable énergie
F1115;Vulcanologue
F1609;Solier / Solière
G1242;Médiateur / Médiatrice scientifique
H1204;Designer
H1207;Rédacteur / Rédactrice technique
H1229;Roughman / Roughwoman en design
H1230;Ingénieur / Ingénieure essais vérification et validation (V&V) en milieu nucléaire
H1233;Chef de projet / Cheffe de projet design
H1234;Responsable de service de rédaction technique
I1328;Conseiller / Conseillère en hydraulique agricole
K1503;Contrôleur / Contrôleuse des impôts
K1813;Chargé / Chargée de mission eaux pluviales
K2140;Historien / Historienne
K2403;Biostatisticien / Biostatisticienne
L1102;Mannequin
L1511;Technicien / Technicienne spectacle en site de divertissement
M1412;Ergonome
M1710;Responsable régional / Responsable régionale des relations scientifiques médicales
M1808;Cartographe
M1809;Météorologue
M1811;Data engineer
M1812;Responsable de la Sécurité des Systèmes d'Information (RSSI)
M1890;Responsable d'opérations en station météorologique
M1891;Ingénieur / Ingénieure prévisionniste météorologue
M1893;Technicien / Technicienne de la météorologie
N2206;Pilote de drone
75;Activites veterinaires
;
A1308;Technicien / Technicienne de l'insémination animale
A1501;Auxiliaire vétérinaire
A1502;Maréchal-ferrant / Maréchale-ferrante
A1504;Vétérinaire
A1506;Soigneur animalier / Soigneuse animalière
A1507;Ostéopathe animalier / Ostéopathe animalière
77;Activites de location et location-bail
;
D1204;Agent technico-commercial / Agente technico-commerciale en location de véhicules
D1224;Chargé / Chargée de location d'engins et de matériel de chantier
D1230;Responsable d'agence de location de matériel de transport
D1234;Chargé / Chargée de location de matériel de transport ou de loisirs
D1235;Plagiste
I1109;Responsable de parc de véhicules
I1112;Chef / Cheffe d'atelier engins de levage et de manutention
78;Activites liees a l'emploi
;
K1812;Chargé / Chargée de projet emploi
K2114;Formateur / Formatrice qualité
K2139;Chargé / Chargée de bilan professionnel
M1304;Directeur / Directrice d'unité de services au public
M1417;Intervenant / Intervenante en Prévention des Risques Professionnels - IPRP
M1501;Assistant / Assistante Ressources Humaines (RH)
M1502;Chargé / Chargée de recrutement
M1507;Gestionnaire paie
M1510;Chargé / Chargée de mission RH diversité handicap
79;Activites des agences de voyage, voyagistes, services de reservation et activites connexes
;
E1107;Chef / Cheffe de projet événementiel
G1101;Agent / Agente d'accueil touristique
G1102;Chargé / Chargée de promotion touristique
G1104;Consultant / Consultante tourisme
G1105;Directeur / Directrice d'office du tourisme
G1107;Hôte / Hôtesse d'accueil et d'animation de croisière
G1108;Directeur / Directrice de pays d'accueil touristique
G1201;Guide-accompagnateur / Guide-accompagnatrice
G1222;Guide-conférencier / Guide-conférencière
G1227;Guide-interprète
G1229;Guide-accompagnateur / Guide-accompagnatrice de pêche
G1231;Accompagnateur / Accompagnatrice en écotourisme
G1301;Concepteur / Conceptrice de produits touristiques
G1302;Yield manager
G1303;Conseiller / Conseillère en voyages
G1304;Responsable d'agence de voyages
G1305;Assistant / Assistante chef de produit tourisme
G1306;Billettiste voyages
G1307;Responsable de ventes de voyages en plateau d'affaires
G1308;Chef / Cheffe de produit touristique
G1415;Gérant / Gérante de gîte et chambres d'hôtes
G1701;Concierge d'hôtel
L1104;Animateur / Animatrice événementiel
8;Autres industries extractives
;
A1417;Saliculteur / Salicultrice
F1138;Géothermicien / Géothermicienne
F1203;Responsable d'exploitation de gisements et de carrières
F1302;Conducteur / Conductrice d'engins de chantier
F1401;Foreur / Foreuse
F1402;Extracteur / Extractrice de roches
H2804;Pilote de centrale de béton
80;Enquetes et securite
;
K1505;Inspecteur / Inspectrice des douanes
K1702;Responsable de sécurité civile et de secours
K1705;Secouriste
K1709;Commissaire de police
K1710;Officier de police judiciaire / Officière de police judiciaire
K1716;Chef / Cheffe de service pénitentiaire
K1721;Technicien / Technicienne en investigation criminelle
K2315;Inspecteur / Inspectrice de salubrité publique
K2502;Responsable sécurité de site
K2503;Agent / Agente de prévention et de sécurité
K2504;Agent / Agente de sécurité événementielle
K2505;Enquêteur privé / Enquêtrice privée
K2506;Convoyeur / Convoyeuse de fonds
K2507;Agent / Agente d'exploitation et de sûreté aéroportuaire
K2508;Agent / Agente de protection rapprochée
K2509;Opérateur / Opératrice en télésurveillance
K2510;Agent / Agente cynophile de sécurité
N4130;Conducteur / Conductrice de voiture radar à conduite externalisée
81;Services relatifs aux batiments et amenagement paysager
;
A1202;Agent / Agente d'entretien des espaces naturels
A1203;Agent / Agente d'entretien des espaces verts
A1207;Chef / Cheffe d'équipe d'entretien d'espaces naturels
A1208;Jardinier / Jardinière paysagiste
A1209;Elagueur / Elagueuse
A1211;Chef / Cheffe d'équipe paysagiste
A1440;Cultivateur urbain / Cultivatrice urbaine
D1219;Vendeur / Vendeuse conseil en jardinerie
F1139;Décorateur / Décoratrice d'intérieur
F1621;Ramoneur / Ramoneuse
F1707;Maçon / Maçonne du paysage
I1107;Responsable d'atelier de mécanique parcs et jardins
I1203;Agent / Agente d'entretien du bâtiment
I1204;Agent / Agente d'entretien des piscines
I1205;Installateur vérificateur / Installatrice vérificatrice d'extincteurs
I1316;Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC
I1501;Cordiste
I1503;Technicien / Technicienne en risques technologiques
I1618;Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins
J1301;Agent / Agente de service hospitalier (ASH)
K1304;Employé familial / Employée familiale
K2202;Laveur / Laveuse de vitres
K2203;Responsable de site nettoyage de locaux
K2204;Agent / Agente de nettoyage industriel
K2205;Agent / Agente de propreté de locaux
K2305;Agent / Agente de désinsectisation
K2307;Agent / Agente de propreté urbaine
K2501;Gardien / Gardienne d'immeuble
N2203;Agent / Agente de piste
82;Activites administratives et autres activites de soutien aux entreprises
;
C1209;Spécialiste de la vérification client
D1401;Assistant commercial / Assistante commerciale
D1402;Commercial / Commerciale grands comptes et entreprises
D1409;Assistant / Assistante administration des ventes
D1410;Attaché commercial / Attachée commerciale
D1422;Chargé / Chargée de recouvrement de créances
D1429;Assistant / Assistante import-export
D1431;Assistant / Assistante achat
D1432;Assistant / Assistante service clients
D1435;Responsable de plateau de centre d'appels
D1438;Assistant / Assistante e-commerce
E1107;Chef / Cheffe de projet événementiel
E1109;Directeur / Directrice de la communication
E1121;Secrétaire de rédaction
E1124;Social media manager - Responsable des médias sociaux
E1307;Reprographe
E1309;Responsable d'atelier de façonnage routage
G1307;Responsable de ventes de voyages en plateau d'affaires
G1701;Concierge d'hôtel
H1107;Directeur / Directrice assistance technique
I1404;Conseiller / Conseillère support technique informatique
K1417;Responsable des affaires générales
K1802;Chargé / Chargée de développement économique et local
K1803;Animateur / Animatrice de développement régional
K1804;Conseiller / Conseillère en création d'entreprise
K2111;Formateur / Formatrice
K2502;Responsable sécurité de site
K2503;Agent / Agente de prévention et de sécurité
M1204;Contrôleur / Contrôleuse de gestion
M1208;Responsable contrôle de gestion
M1401;Enquêteur / Enquêtrice sondage
M1402;Responsable en organisation en entreprise
M1403;Chargé / Chargée d'études socio-économiques
M1412;Ergonome
M1413;Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise
M1501;Assistant / Assistante Ressources Humaines (RH)
M1502;Chargé / Chargée de recrutement
M1503;Directeur / Directrice des Ressources Humaines (DRH)
M1504;Responsable formation professionnelle en entreprise
M1505;Chargé / Chargée de formation en entreprise
M1506;Manager de proximité
M1507;Gestionnaire paie
M1509;Responsable paie et administration du personnel
M1510;Chargé / Chargée de mission RH diversité handicap
M1511;Responsable Qualité de Vie au Travail
M1512;Directeur / Directrice des relations sociales
M1601;Chargé / Chargée d'accueil
M1602;Agent administratif / Agente administrative
M1604;Assistant / Assistante de direction
M1605;Secrétaire technique
M1606;Opérateur / Opératrice de saisie
M1607;Secrétaire
M1610;Intendant / Intendante du sport
M1612;Assistant / Assistante de service juridique
M1613;Télésecrétaire
M1614;Standardiste
M1616;Auxiliaire de gestion des écoles de conduite
M1621;Assistant / Assistante de gestion administrative
M1701;Responsable de l'administration des ventes
M1703;Chef / Cheffe de produit
M1705;Responsable marketing
M1707;Responsable Commercial / Commerciale
M1715;Directeur commercial / Directrice commerciale
M1716;Directeur / Directrice marketing digital
M1718;Chargé / Chargée de marketing digital
84;Administration publique et defense, securite sociale obligatoire
;
A1204;Garde de parc naturel
A1209;Elagueur / Elagueuse
A1210;Ouvrier forestier / Ouvrière forestière
A1212;Chef / Cheffe d'équipe de travaux forestiers
A1213;Conducteur / Conductrice de travaux forestiers
A1303;Ingénieur / Ingénieure d'études et de recherche agricoles
A1305;Technicien / Technicienne des services vétérinaires
A1306;Chargé / Chargée de mission biodiversité
A1307;Ingénieur forestier / Ingénieure forestière
A1311;Technicien forestier / Technicienne forestière
A1312;Directeur / Directrice environnement
A1313;Chargé / Chargée de mission environnement
F1113;Responsable énergie
F1114;Conseiller / Conseillère en rénovation énergétique
F1127;Architecte-urbaniste
F1131;Géomètre du cadastre
F1133;Chargé / Chargée d'affaires foncières
F1143;Géophysicien / Géophysicienne
H1207;Rédacteur / Rédactrice technique
H1234;Responsable de service de rédaction technique
H1237;Ingénieur / Ingénieure énergies renouvelables
I1105;Responsable de maintenance et d'exploitation
I1202;Agent / Agente d'exploitation de la voirie
I1203;Agent / Agente d'entretien du bâtiment
I1206;Chef / Cheffe d'équipe en mobilier urbain et publicitaire
I1207;Agent / Agente de maintenance de mobilier urbain et publicitaire
I1326;Responsable d'équipe maintenance
I1328;Conseiller / Conseillère en hydraulique agricole
I1334;Electronicien / Electronicienne de maintenance aéronautique
J1509;Responsable de secteur coordinateur / Responsable de secteur coordinatrice
K1212;Ministre du culte
K1223;Technicien / Technicienne de l'administration pénitentiaire
K1225;Conseiller / Conseillère en économie sociale et familiale (CESF)
K1227;Directeur / Directrice technique de l'administration pénitentiaire
K1401;Cadre Dirigeant / Dirigeante d'administration centrale
K1402;Médecin conseil
K1403;Directeur / Directrice de structure de santé, sociale ou pénitentiaire
K1404;Chargé / Chargée de mission développement territorial
K1405;Préfet / Préfète
K1406;Secrétaire de mairie
K1407;Directeur / Directrice d'établissement médicosocial
K1408;Responsable de secteur d'aide à domicile
K1409;Responsable de structure sanitaire et sociale
K1410;Directeur régional / Directrice régionale des services pénitentiaires
K1411;Médecin conseil en santé publique
K1412;Chargé / Chargée de mission aux relations internationales
K1416;Directeur / Directrice des services pénitentiaires d'insertion et de probation (DSPIP)
K1418;Ambassadeur / Ambassadrice
K1419;Responsable du service des assemblées
K1420;Directeur / Directrice d'établissement pénitentiaire
K1422;Directeur général / Directrice générale d'établissement public
K1501;Agent / Agente d'administration principal(e) des douanes
K1502;Inspecteur / Inspectrice du travail
K1503;Contrôleur / Contrôleuse des impôts
K1504;Percepteur / Perceptrice des impôts et du Trésor Public
K1505;Inspecteur / Inspectrice des douanes
K1506;Inspecteur / Inspectrice de la concurrence, de la consommation et de la répression des fraudes
K1507;Chef / Cheffe de centre des impôts
K1508;Agent / Agente de conservation des hypothèques
K1509;Adjoint / Adjointe de contrôle de la concurrence, de la consommation et de la répression des fraudes
K1510;Contrôleur / Contrôleuse du Trésor public
K1511;Inspecteur / Inspectrice des impôts
K1512;Chef / Cheffe de poste du Trésor public
K1513;Chargé / Chargée de l'exécution de la dépense publique
K1602;Conservateur / Conservatrice du patrimoine
K1701;Combattant / Combattante en milieu terrestre
K1702;Responsable de sécurité civile et de secours
K1703;Responsable Opérationnel / Opérationnelle de la défense
K1704;Officier / Officière de police
K1705;Secouriste
K1706;Agent / Agente de la force publique
K1707;Policier municipal / Policière municipale
K1708;Gardien / Gardienne de la paix
K1709;Commissaire de police
K1710;Officier de police judiciaire / Officière de police judiciaire
K1711;Surveillant pénitentiaire / Surveillante pénitentiaire
K1712;Conducteur / Conductrice de véhicule de combat
K1713;Tireur / Tireuse d'engin blindé
K1714;Missilier / Missilière artillerie
K1715;Officier / Officière des forces armées
K1716;Chef / Cheffe de service pénitentiaire
K1717;Technicien électronicien / Technicienne électronicienne des armées
K1718;Mécanicien / Mécanicienne de systèmes d'armes
K1719;Chef / Cheffe de police municipale
K1720;Gardien / Gardienne de compagnie républicaine de sécurité
K1721;Technicien / Technicienne en investigation criminelle
K1722;Conducteur / Conductrice d'autorité de l'armée
K1723;Conducteur / Conductrice Véhicule Léger de l'armée
K1725;Responsable des opérations militaires en milieu maritime
K1727;Chargé / Chargée du guidage d’aéronef militaire
K1729;Opérateur / Opératrice en pyrotechnie militaire
K1730;Spécialiste de la protection des forces, installations ou matériels sensibles de l’Etat
K1731;Responsable des opérations militaires en milieu aéroterrestre
K1732;Spécialiste des systèmes de communication opérationnels
K1733;Combattant / Combattante des forces spéciales militaires
K1734;Spécialiste du soutien armement nucléaire
K1735;Architecte système de force, d’arme ou équipement militaire
K1736;Spécialiste de l’aide au déploiement des forces combattantes
K1738;Spécialiste du soutien ou de la formation propulsion nucléaire
K1802;Chargé / Chargée de développement économique et local
K1803;Animateur / Animatrice de développement régional
K1805;Chargé / Chargée de développement social
K1809;Responsable de développement territorial
K1902;Clerc de notaire
K1905;Huissier / Huissière de justice
K1908;Responsable de service contentieux et recouvrement
K1909;Greffier / Greffière
K1910;Commissaire à la Cour des comptes
K2117;Inspecteur / Inspectrice de l'Education Nationale -IEN-
K2315;Inspecteur / Inspectrice de salubrité publique
M1304;Directeur / Directrice d'unité de services au public
M1401;Enquêteur / Enquêtrice sondage
M1402;Responsable en organisation en entreprise
M1403;Chargé / Chargée d'études socio-économiques
M1413;Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise
M1422;Directeur / Directrice d'études socio-économiques
M1425;Agent recenseur / Agente recenseuse
M1501;Assistant / Assistante Ressources Humaines (RH)
M1509;Responsable paie et administration du personnel
M1602;Agent administratif / Agente administrative
M1607;Secrétaire
M1612;Assistant / Assistante de service juridique
M1807;Opérateur / Opératrice télécom aux armées
M1840;Directeur / Directrice de projets des territoires connectés
N2202;Contrôleur aérien / Contrôleuse aérienne
N2208;Contrôleur / Contrôleuse de la circulation et de la défense aérienne
N4111;Conducteur / Conductrice super poids lourd de l'armée
85;Enseignement
;
D1218;Formateur coiffeur / Formatrice coiffeuse
D1232;Formateur / Formatrice en esthétisme
G1202;Animateur / Animatrice d'atelier artistique ou ludique
G1220;Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées
G1238;Animateur / Animatrice d'atelier multimédia
G1240;Animateur / Animatrice nature environnement
G1405;Directeur / Directrice de structure sportive
I1203;Agent / Agente d'entretien du bâtiment
I1603;Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles
I1618;Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins
J1414;Coordinateur / Coordinatrice en activité physique adaptée
J1415;Enseignant / Enseignante en activité physique adaptée (EAPA)
K1107;Conseiller / Conseillère d’orientation psychologue
K1203;Educateur technique spécialisé / Educatrice technique spécialisée
K1207;Educateur spécialisé / Educatrice spécialisée
K1215;Moniteur / Monitrice d’atelier en milieu de travail protégé
K1223;Technicien / Technicienne de l'administration pénitentiaire
K1224;Encadrant / Encadrante technique d'insertion socioprofessionnelle
K1308;Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)
K1601;Documentaliste
K1603;Bibliothécaire
K1737;Combattant / Combattante en milieu maritime
K1801;Conseiller / Conseillère en insertion professionnelle
K1815;Chargé / Chargée de mission emploi formation
K2101;Conseiller consultant / Conseillère consultante en formation
K2102;Coordinateur / Coordinatrice pédagogique
K2103;Chef / Cheffe d'établissement d'enseignement
K2104;Surveillant / Surveillante en milieu scolaire
K2105;Professeur / Professeure de musique
K2106;Professeur / Professeure des écoles
K2107;Professeur / Professeure de collège et de lycée
K2108;Professeur / Professeure des universités
K2109;Professeur / Professeure d'enseignement technologique
K2110;Enseignant / Enseignante de la conduite et de la sécurité routière
K2111;Formateur / Formatrice
K2112;Conseiller / Conseillère d'orientation
K2113;Accompagnant / Accompagnante des élèves en situation de handicap (AESH)
K2115;Conseiller principal / Conseillère principale d'éducation
K2116;Responsable d'unité d'enseignement de la conduite de véhicule
K2117;Inspecteur / Inspectrice de l'Education Nationale -IEN-
K2118;Directeur / Directrice d'école primaire
K2119;Consultant / Consultante en ingénierie pédagogique
K2120;Directeur / Directrice d'établissement d'enseignement supérieur
K2121;Directeur / Directrice de conservatoire musique et danse
K2122;Professeur / Professeure à domicile
K2123;Responsable programme enseignement supérieur
K2124;Formateur / Formatrice conduite d'engins motorisés et de levage
K2126;Conseiller / Conseillère en validation des acquis de l'expérience
K2127;Professeur / Professeure d'enseignement général pour déficients sensoriels
K2128;Formateur / Formatrice aux métiers de l'éducation et de la sécurité routière
K2129;Professeur / Professeure en soutien scolaire
K2130;Professeur / Professeure de Français Langue Etrangère (FLE)
K2131;Lecteur / Lectrice de langues dans l'enseignement supérieur
K2132;Responsable ingénierie de la formation professionnelle
K2133;Sociologue
K2134;Démographe
K2135;Ethnologue
K2136;Professeur territorial / Professeure territoriale d'enseignement artistique
K2137;Assistant / Assistante pédagogique en milieu scolaire
K2138;Animateur / Animatrice de stages permis à points
K2140;Historien / Historienne
K2141;Formateur / Formatrice conduite d'engins de travaux publics
